"filename","runnr","nHITS","of","RESID","SSwR","datetime","aHIVdeath","aHIVslowrecov","aHIVtreatinit","alphaH","alphaHmul2010","atheta","chi","epsilonH","epsilonHmul2010","eta","j1A0","j2A0","j3A0","j4A0","kappa","lambdaH","muDc","muH1","muH2","muK","multiplier","pEhigh","phiH","phiHmul2010","phiS","pR","pT","rho","sageA15","sigma","smul","theta","zeta"
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.19,7.119,"2021-12-20_13h48m32s",2.28101,0.55666,1.03187,0.5135,0.74088,25.12343,0.24041,0.54001,0.40653,0.67256,0.8392,0.27059,0.28634,0.60169,0.18681,1.23395,0.1276,0.00467,0.01956,0.01423,0.24937,0.37707,1.7955,3.64588,0.03511,0.64466,0.00132,0.00327,0.90306,0.00053,0.81482,0.08224,0.37439
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.29,7.034,"2021-12-20_13h48m42s",2.28101,0.55666,1.03187,0.5135,0.74088,25.12343,0.24041,0.54001,0.40653,0.67256,0.34761,0.65326,0.28634,0.60169,0.18681,1.23395,0.1276,0.00467,0.01956,0.01423,0.24937,0.37707,1.7955,3.64588,0.03511,0.64466,0.00132,0.00327,0.90306,0.00053,0.81482,0.08224,0.37439
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.35,7.081,"2021-12-20_13h48m52s",2.28101,0.55666,1.03187,0.5135,0.74088,25.12343,0.24041,0.54001,0.40653,0.67256,0.34761,0.27059,0.69129,0.60169,0.18681,1.23395,0.1276,0.00467,0.01956,0.01423,0.24937,0.37707,1.7955,3.64588,0.03511,0.64466,0.00132,0.00327,0.90306,0.00053,0.81482,0.08224,0.37439
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.12,7.44,"2021-12-20_13h49m41s",2.28101,0.55666,1.03187,0.5135,0.74088,25.12343,0.24041,0.54001,0.40653,0.67256,0.34761,0.27059,0.28634,0.60169,0.18681,1.23395,0.1276,0.01127,0.01956,0.01423,0.24937,0.37707,1.7955,3.64588,0.03511,0.64466,0.00132,0.00327,0.90306,0.00053,0.81482,0.08224,0.37439
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,15.38,8.726,"2021-12-20_13h49m51s",2.28101,0.55666,1.03187,0.5135,0.74088,25.12343,0.24041,0.54001,0.40653,0.67256,0.34761,0.27059,0.28634,0.60169,0.18681,1.23395,0.1276,0.00467,0.04722,0.01423,0.24937,0.37707,1.7955,3.64588,0.03511,0.64466,0.00132,0.00327,0.90306,0.00053,0.81482,0.08224,0.37439
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.16,7.497,"2021-12-20_13h50m01s",2.28101,0.55666,1.03187,0.5135,0.74088,25.12343,0.24041,0.54001,0.40653,0.67256,0.34761,0.27059,0.28634,0.60169,0.18681,1.23395,0.1276,0.00467,0.01956,0.025,0.24937,0.37707,1.7955,3.64588,0.03511,0.64466,0.00132,0.00327,0.90306,0.00053,0.81482,0.08224,0.37439
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.67,7.18,"2021-12-20_13h50m13s",2.28101,0.55666,1.03187,0.5135,0.74088,25.12343,0.24041,0.54001,0.40653,0.67256,0.34761,0.27059,0.28634,0.60169,0.18681,1.23395,0.1276,0.00467,0.01956,0.01423,0.60203,0.37707,1.7955,3.64588,0.03511,0.64466,0.00132,0.00327,0.90306,0.00053,0.81482,0.08224,0.37439
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.76,8.234,"2021-12-20_13h50m33s",2.28101,0.55666,1.03187,0.5135,0.74088,25.12343,0.24041,0.54001,0.40653,0.67256,0.34761,0.27059,0.28634,0.60169,0.18681,1.23395,0.1276,0.00467,0.01956,0.01423,0.24937,0.37707,4.33472,3.64588,0.03511,0.64466,0.00132,0.00327,0.90306,0.00053,0.81482,0.08224,0.37439
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.92,7.437,"2021-12-20_13h50m43s",2.28101,0.55666,1.03187,0.5135,0.74088,25.12343,0.24041,0.54001,0.40653,0.67256,0.34761,0.27059,0.28634,0.60169,0.18681,1.23395,0.1276,0.00467,0.01956,0.01423,0.24937,0.37707,1.7955,5,0.03511,0.64466,0.00132,0.00327,0.90306,0.00053,0.81482,0.08224,0.37439
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.4,7.268,"2021-12-20_13h50m53s",2.28101,0.55666,1.03187,0.5135,0.74088,25.12343,0.24041,0.54001,0.40653,0.67256,0.34761,0.27059,0.28634,0.60169,0.18681,1.23395,0.1276,0.00467,0.01956,0.01423,0.24937,0.37707,1.7955,3.64588,0.0467,0.64466,0.00132,0.00327,0.90306,0.00053,0.81482,0.08224,0.37439
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.46,7.762,"2021-12-20_13h51m32s",2.28101,0.55666,1.03187,0.5135,0.74088,25.12343,0.24041,0.54001,0.40653,0.67256,0.34761,0.27059,0.28634,0.60169,0.18681,1.23395,0.1276,0.00467,0.01956,0.01423,0.24937,0.37707,1.7955,3.64588,0.03511,0.64466,0.00132,0.00327,1,0.00053,0.81482,0.08224,0.37439
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.34,7.216,"2021-12-20_13h52m30s",2.26806,0.55609,1.02912,0.51255,0.74244,25.13799,0.2404,0.53957,0.40682,0.67295,0.34844,0.2705,0.28626,0.60298,0.18702,1.23369,0.12784,0.00467,0.01934,0.01423,0.24935,0.36995,1.79176,3.64444,0.03511,0.6443,0.00132,0.00328,0.90356,0.00053,0.81679,0.08235,0.37778
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.94,6.965,"2021-12-20_13h52m40s",2.27844,0.55677,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.34768,0.27062,0.28636,0.6017,0.18684,1.23809,0.12762,0.00467,0.01947,0.01423,0.24937,0.3733,1.7953,3.6458,0.03511,0.64452,0.00132,0.00329,0.90312,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.05,7.212,"2021-12-20_13h52m59s",2.27844,1.34416,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.34768,0.27062,0.28636,0.6017,0.18684,1.23809,0.12762,0.00467,0.01947,0.01423,0.24937,0.3733,1.7953,3.6458,0.03511,0.64452,0.00132,0.00329,0.90312,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.99,7.253,"2021-12-20_13h54m34s",2.27844,0.55677,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.83936,0.27062,0.28636,0.6017,0.18684,1.23809,0.12762,0.00467,0.01947,0.01423,0.24937,0.3733,1.7953,3.6458,0.03511,0.64452,0.00132,0.00329,0.90312,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.04,7.122,"2021-12-20_13h54m45s",2.27844,0.55677,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.34768,0.65333,0.28636,0.6017,0.18684,1.23809,0.12762,0.00467,0.01947,0.01423,0.24937,0.3733,1.7953,3.6458,0.03511,0.64452,0.00132,0.00329,0.90312,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.9,7.1,"2021-12-20_13h54m55s",2.27844,0.55677,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.34768,0.27062,0.69133,0.6017,0.18684,1.23809,0.12762,0.00467,0.01947,0.01423,0.24937,0.3733,1.7953,3.6458,0.03511,0.64452,0.00132,0.00329,0.90312,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.29,7.019,"2021-12-20_13h55m47s",2.27844,0.55677,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.34768,0.27062,0.28636,0.6017,0.18684,1.23809,0.12762,0.01127,0.01947,0.01423,0.24937,0.3733,1.7953,3.6458,0.03511,0.64452,0.00132,0.00329,0.90312,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.5,7.923,"2021-12-20_13h55m58s",2.27844,0.55677,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.34768,0.27062,0.28636,0.6017,0.18684,1.23809,0.12762,0.00467,0.047,0.01423,0.24937,0.3733,1.7953,3.6458,0.03511,0.64452,0.00132,0.00329,0.90312,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.34,7.049,"2021-12-20_13h56m08s",2.27844,0.55677,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.34768,0.27062,0.28636,0.6017,0.18684,1.23809,0.12762,0.00467,0.01947,0.025,0.24937,0.3733,1.7953,3.6458,0.03511,0.64452,0.00132,0.00329,0.90312,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.95,6.969,"2021-12-20_13h56m19s",2.27844,0.55677,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.34768,0.27062,0.28636,0.6017,0.18684,1.23809,0.12762,0.00467,0.01947,0.01423,0.60204,0.3733,1.7953,3.6458,0.03511,0.64452,0.00132,0.00329,0.90312,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.01,7.943,"2021-12-20_13h56m40s",2.27844,0.55677,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.34768,0.27062,0.28636,0.6017,0.18684,1.23809,0.12762,0.00467,0.01947,0.01423,0.24937,0.3733,4.33423,3.6458,0.03511,0.64452,0.00132,0.00329,0.90312,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.17,7.193,"2021-12-20_13h56m50s",2.27844,0.55677,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.34768,0.27062,0.28636,0.6017,0.18684,1.23809,0.12762,0.00467,0.01947,0.01423,0.24937,0.3733,1.7953,5,0.03511,0.64452,0.00132,0.00329,0.90312,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.98,8.263,"2021-12-20_13h57m01s",2.27844,0.55677,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.34768,0.27062,0.28636,0.6017,0.18684,1.23809,0.12762,0.00467,0.01947,0.01423,0.24937,0.3733,1.7953,3.6458,0.0467,0.64452,0.00132,0.00329,0.90312,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.88,8.622,"2021-12-20_13h57m40s",2.27844,0.55677,1.03044,0.51344,0.74091,25.12809,0.24039,0.53998,0.40646,0.67212,0.34768,0.27062,0.28636,0.6017,0.18684,1.23809,0.12762,0.00467,0.01947,0.01423,0.24937,0.3733,1.7953,3.6458,0.03511,0.64452,0.00132,0.00329,1,0.00053,0.81513,0.08229,0.37522
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.99,6.918,"2021-12-20_13h58m37s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.28608,0.60425,0.18711,1.23578,0.12798,0.00467,0.01919,0.01422,0.24932,0.37351,1.78874,3.64329,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.86,7.069,"2021-12-20_13h58m56s",2.26096,1.34073,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.28608,0.60425,0.18711,1.23578,0.12798,0.00467,0.01919,0.01422,0.24932,0.37351,1.78874,3.64329,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,16.22,10.84,"2021-12-20_13h59m41s",2.26096,0.55535,1.03272,0.51176,0.74366,33,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.28608,0.60425,0.18711,1.23578,0.12798,0.00467,0.01919,0.01422,0.24932,0.37351,1.78874,3.64329,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.84,7.113,"2021-12-20_14h00m34s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.84252,0.27027,0.28608,0.60425,0.18711,1.23578,0.12798,0.00467,0.01919,0.01422,0.24932,0.37351,1.78874,3.64329,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.03,7.007,"2021-12-20_14h00m44s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.6525,0.28608,0.60425,0.18711,1.23578,0.12798,0.00467,0.01919,0.01422,0.24932,0.37351,1.78874,3.64329,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.89,6.996,"2021-12-20_14h00m55s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.69067,0.60425,0.18711,1.23578,0.12798,0.00467,0.01919,0.01422,0.24932,0.37351,1.78874,3.64329,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,16.9,11.33,"2021-12-20_14h01m36s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.28608,0.60425,0.18711,1.23578,0.178,0.00467,0.01919,0.01422,0.24932,0.37351,1.78874,3.64329,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.31,7.026,"2021-12-20_14h01m47s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.28608,0.60425,0.18711,1.23578,0.12798,0.01128,0.01919,0.01422,0.24932,0.37351,1.78874,3.64329,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.51,8.021,"2021-12-20_14h01m57s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.28608,0.60425,0.18711,1.23578,0.12798,0.00467,0.04633,0.01422,0.24932,0.37351,1.78874,3.64329,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.39,7.067,"2021-12-20_14h02m07s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.28608,0.60425,0.18711,1.23578,0.12798,0.00467,0.01919,0.025,0.24932,0.37351,1.78874,3.64329,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.01,6.919,"2021-12-20_14h02m19s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.28608,0.60425,0.18711,1.23578,0.12798,0.00467,0.01919,0.01422,0.6019,0.37351,1.78874,3.64329,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.07,7.918,"2021-12-20_14h02m40s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.28608,0.60425,0.18711,1.23578,0.12798,0.00467,0.01919,0.01422,0.24932,0.37351,4.3184,3.64329,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.23,7.153,"2021-12-20_14h02m49s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.28608,0.60425,0.18711,1.23578,0.12798,0.00467,0.01919,0.01422,0.24932,0.37351,1.78874,5,0.03511,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.81,7.939,"2021-12-20_14h03m00s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.28608,0.60425,0.18711,1.23578,0.12798,0.00467,0.01919,0.01422,0.24932,0.37351,1.78874,3.64329,0.0467,0.64442,0.00132,0.00325,0.90379,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.73,8.313,"2021-12-20_14h03m41s",2.26096,0.55535,1.03272,0.51176,0.74366,25.15101,0.24049,0.53921,0.407,0.67517,0.34898,0.27027,0.28608,0.60425,0.18711,1.23578,0.12798,0.00467,0.01919,0.01422,0.24932,0.37351,1.78874,3.64329,0.03511,0.64442,0.00132,0.00325,1,0.00053,0.81815,0.08226,0.37576
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.89,6.858,"2021-12-20_14h04m41s",2.22626,0.5527,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.35144,0.26961,0.28551,0.60873,0.18767,1.23383,0.12875,0.00469,0.01876,0.01422,0.24919,0.37257,1.77558,3.63825,0.0351,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.96,7.091,"2021-12-20_14h05m01s",2.22626,1.33433,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.35144,0.26961,0.28551,0.60873,0.18767,1.23383,0.12875,0.00469,0.01876,0.01422,0.24919,0.37257,1.77558,3.63825,0.0351,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,16.44,11.07,"2021-12-20_14h05m38s",2.22626,0.5527,1.0255,0.50838,0.74904,33,0.24066,0.53766,0.40804,0.67854,0.35144,0.26961,0.28551,0.60873,0.18767,1.23383,0.12875,0.00469,0.01876,0.01422,0.24919,0.37257,1.77558,3.63825,0.0351,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.13,7.233,"2021-12-20_14h06m22s",2.22626,0.5527,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.84844,0.26961,0.28551,0.60873,0.18767,1.23383,0.12875,0.00469,0.01876,0.01422,0.24919,0.37257,1.77558,3.63825,0.0351,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.96,7.016,"2021-12-20_14h06m31s",2.22626,0.5527,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.35144,0.65089,0.28551,0.60873,0.18767,1.23383,0.12875,0.00469,0.01876,0.01422,0.24919,0.37257,1.77558,3.63825,0.0351,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.82,6.99,"2021-12-20_14h06m40s",2.22626,0.5527,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.35144,0.26961,0.68928,0.60873,0.18767,1.23383,0.12875,0.00469,0.01876,0.01422,0.24919,0.37257,1.77558,3.63825,0.0351,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.2,6.922,"2021-12-20_14h07m26s",2.22626,0.5527,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.35144,0.26961,0.28551,0.60873,0.18767,1.23383,0.12875,0.01131,0.01876,0.01422,0.24919,0.37257,1.77558,3.63825,0.0351,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.36,7.806,"2021-12-20_14h07m35s",2.22626,0.5527,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.35144,0.26961,0.28551,0.60873,0.18767,1.23383,0.12875,0.00469,0.04529,0.01422,0.24919,0.37257,1.77558,3.63825,0.0351,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.28,6.96,"2021-12-20_14h07m45s",2.22626,0.5527,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.35144,0.26961,0.28551,0.60873,0.18767,1.23383,0.12875,0.00469,0.01876,0.025,0.24919,0.37257,1.77558,3.63825,0.0351,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.9,6.862,"2021-12-20_14h07m54s",2.22626,0.5527,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.35144,0.26961,0.28551,0.60873,0.18767,1.23383,0.12875,0.00469,0.01876,0.01422,0.60159,0.37257,1.77558,3.63825,0.0351,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.98,7.848,"2021-12-20_14h08m12s",2.22626,0.5527,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.35144,0.26961,0.28551,0.60873,0.18767,1.23383,0.12875,0.00469,0.01876,0.01422,0.24919,0.37257,4.28663,3.63825,0.0351,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.13,7.091,"2021-12-20_14h08m21s",2.22626,0.5527,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.35144,0.26961,0.28551,0.60873,0.18767,1.23383,0.12875,0.00469,0.01876,0.01422,0.24919,0.37257,1.77558,5,0.0351,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.88,8.129,"2021-12-20_14h08m31s",2.22626,0.5527,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.35144,0.26961,0.28551,0.60873,0.18767,1.23383,0.12875,0.00469,0.01876,0.01422,0.24919,0.37257,1.77558,3.63825,0.0467,0.64405,0.00132,0.00322,0.90522,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.74,8.451,"2021-12-20_14h09m05s",2.22626,0.5527,1.0255,0.50838,0.74904,25.20212,0.24066,0.53766,0.40804,0.67854,0.35144,0.26961,0.28551,0.60873,0.18767,1.23383,0.12875,0.00469,0.01876,0.01422,0.24919,0.37257,1.77558,3.63825,0.0351,0.64405,0.00132,0.00322,1,0.00054,0.82421,0.08227,0.37516
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.76,6.722,"2021-12-20_14h09m58s",2.16678,0.54661,1.01349,0.50163,0.75979,25.30149,0.24101,0.53459,0.41039,0.68549,0.35525,0.26814,0.28414,0.617,0.18866,1.23282,0.13022,0.00471,0.0184,0.0142,0.24896,0.37349,1.74906,3.62809,0.0351,0.64341,0.00132,0.00315,0.90782,0.00054,0.83509,0.08227,0.37539
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.71,6.889,"2021-12-20_14h10m16s",2.16678,1.31964,1.01349,0.50163,0.75979,25.30149,0.24101,0.53459,0.41039,0.68549,0.35525,0.26814,0.28414,0.617,0.18866,1.23282,0.13022,0.00471,0.0184,0.0142,0.24896,0.37349,1.74906,3.62809,0.0351,0.64341,0.00132,0.00315,0.90782,0.00054,0.83509,0.08227,0.37539
"[ZAF][][2021-12-20_12h18m08s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,15.99,10.52,"2021-12-20_14h10m54s",2.16678,0.54661,1.01349,0.50163,0.75979,33,0.24101,0.53459,0.41039,0.68549,0.35525,0.26814,0.28414,0.617,0.18866,1.23282,0.13022,0.00471,0.0184,0.0142,0.24896,0.37349,1.74906,3.62809,0.0351,0.64341,0.00132,0.00315,0.90782,0.00054,0.83509,0.08227,0.37539
